policy,gamma,pred_gdp_impact,gdp_r2,pred_unemployment_gain,unemployment_r2,region_gamma,regression_r2,region
No_Measure,1.0,-0.0,-0.2266353461377857,0.0,-0.2867545399625886,0.5599535988197639,0.3666385444755383,DE
Restrict_Mass_Gatherings,0.873,-0.013548490444170953,-0.2266353461377857,0.19457365542416866,-0.2867545399625886,0.3512869892270546,0.3666385444755383,DE
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.021976291586607997,-0.2266353461377857,0.3156076615541633,-0.2867545399625886,0.055274854908369316,0.3666385444755383,DE
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-0.0354181010036595,-0.2266353461377857,0.50864924095137,-0.2867545399625886,0.7061835256422387,0.3666385444755383,DE
Restrict_Mass_Gatherings_and_Schools,0.479,-0.055580815129236745,-0.2266353461377857,0.7982116100471801,-0.2867545399625886,0.06381818834129745,0.3666385444755383,DE
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-0.06155495264792629,-0.2266353461377857,0.8840078675570497,-0.2867545399625886,0.07927589436467627,0.3666385444755383,DE
Lockdown,0.239,-0.08118426163790626,-0.2266353461377857,1.1659098565180501,-0.2867545399625886,0.009826117196241421,0.3666385444755383,DE
No_Measure,1.0,-0.0,0.7803784806147892,0.0,0.8491374821897055,1.3141371383281386,0.7385750167786164,US-NY
Restrict_Mass_Gatherings,0.873,-0.013962596878898238,0.7803784806147892,1.77070325210188,0.8491374821897055,0.8759168893598764,0.7385750167786164,US-NY
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.022647991787819184,0.7803784806147892,2.872164330181002,0.8491374821897055,0.6981336956211247,0.7385750167786164,US-NY
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-0.036500646959009564,0.7803784806147892,4.628925036990741,0.8491374821897055,0.45616925291617577,0.7385750167786164,US-NY
Restrict_Mass_Gatherings_and_Schools,0.479,-0.05727962971579514,0.7803784806147892,7.26406609720535,0.8491374821897055,0.21564471515025857,0.7385750167786164,US-NY
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-0.0634363653474353,0.7803784806147892,8.044848633565234,0.8491374821897055,0.05244553844222003,0.7385750167786164,US-NY
Lockdown,0.239,-0.08366563956568157,0.7803784806147892,10.61027696731914,0.8491374821897055,0.18044320951013926,0.7385750167786164,US-NY
No_Measure,1.0,-0.0,0.9467555784576849,0.0,0.9341865227361357,1.0047802511398816,0.5663794012877768,US-FL
Restrict_Mass_Gatherings,0.873,-0.013227419980645779,0.9467555784576849,1.8086797715844134,0.9341865227361357,0.9923558078446446,0.5663794012877768,US-FL
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.021455500126086848,0.9467555784576849,2.9337640389479454,0.9341865227361357,0.989128339118332,0.5663794012877768,US-FL
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-0.0345787671934992,0.9467555784576849,4.728202237527757,0.9341865227361357,0.9763615159303947,0.5663794012877768,US-FL
Restrict_Mass_Gatherings_and_Schools,0.479,-0.05426366779461773,0.9467555784576849,7.4198595353974754,0.9341865227361357,0.9762622357389991,0.5663794012877768,US-FL
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-0.06009623093568987,0.9467555784576849,8.217387623655169,0.9341865227361357,0.96183491230635,0.5663794012877768,US-FL
Lockdown,0.239,-0.07926036697064125,0.9467555784576849,10.83783705650188,0.9341865227361357,0.9789954619846648,0.5663794012877768,US-FL
No_Measure,1.0,-0.0,-0.22498077434703068,0.0,-5.7840429541246055,0.15662831346741518,0.2587088947979705,ES
Restrict_Mass_Gatherings,0.873,-0.03515349853978978,-0.22498077434703068,0.4656047987134565,-5.7840429541246055,0.12840651876168735,0.2587088947979705,ES
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.05702063542674562,-0.22498077434703068,0.755232980590331,-5.7840429541246055,0.11331762556336258,0.2587088947979705,ES
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-0.0918973347654347,-0.22498077434703068,1.2171715997863586,-5.7840429541246055,0.12340507446208027,0.2587088947979705,ES
Restrict_Mass_Gatherings_and_Schools,0.479,-0.14421238377346832,-0.22498077434703068,1.9100795285804004,-5.7840429541246055,0.06826074648279089,0.2587088947979705,ES
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-0.1597131390351079,-0.22498077434703068,2.1153855815564127,-5.7840429541246055,0.03124850904767405,0.2587088947979705,ES
Lockdown,0.239,-0.21064419203763798,-0.22498077434703068,2.7899626127633104,-5.7840429541246055,0.06819844326438941,0.2587088947979705,ES
No_Measure,1.0,-0.0,-4.304489795918366,0.0,-4.8324260355029605,0.27122710821127455,1.0,BR
Restrict_Mass_Gatherings,0.873,-0.004725130381892771,-4.304489795918366,0.43990963855421694,-4.8324260355029605,0.37284759275887935,1.0,BR
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.007664384713936304,-4.304489795918366,0.7135542168674698,-4.8324260355029605,0.44964196611712054,1.0,BR
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-0.012352309344790549,-4.304489795918366,1.15,-4.8324260355029605,0.5938522562942523,1.0,BR
Restrict_Mass_Gatherings_and_Schools,0.479,-0.01938419629107192,-4.304489795918366,1.8046686746987954,-4.8324260355029605,0.8519647355626994,1.0,BR
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-0.021467718349229357,-4.304489795918366,1.9986445783132532,-4.8324260355029605,0.9344764791038233,1.0,BR
Lockdown,0.239,-0.0283135765403181,-4.304489795918366,2.635993975903615,-4.8324260355029605,1.2058024026131946,1.0,BR
No_Measure,1.0,-0.0,0.6427758015602785,0.0,-9.318660800323897,0.0955252130571515,0.03595236087301331,SG
Restrict_Mass_Gatherings,0.873,-0.04012388734991621,0.6427758015602785,0.16153008071818412,-9.318660800323897,0.0837181642810585,0.03595236087301331,SG
Authorize_Schools_but_Restrict_Mass_Gatherings_and_Others,0.794,-0.06508284089828927,0.6427758015602785,0.26200942226729074,-9.318660800323897,0.019679798219002148,0.03595236087301331,SG
Mass_Gatherings_Authorized_But_Others_Restricted,0.668,-0.10489079212734,0.6427758015602785,0.42226761258611906,-9.318660800323897,0.3504215425969684,0.03595236087301331,SG
Restrict_Mass_Gatherings_and_Schools,0.479,-0.1646027189709161,0.6427758015602785,0.6626548980643616,-9.318660800323897,0.05534960064731472,0.03595236087301331,SG
Restrict_Mass_Gatherings_and_Schools_and_Others,0.423,-0.18229514173938308,0.6427758015602785,0.7338807604282852,-9.318660800323897,0.05216464243427955,0.03595236087301331,SG
Lockdown,0.239,-0.24042738797863178,0.6427758015602785,0.9679085939097489,-9.318660800323897,0.028691834513819982,0.03595236087301331,SG
